k,c,h0,i0,kh,kv,V_kmh
33818320.5602288,13540.1648104182,0.0103436530033507,25.9010019573515,5753.5131591272,73.2889318742175,241.848415322939
50914610.6930316,6683.93431611578,0.00966420264238639,27.3281757118684,7008.02362453177,74.9462441178161,314.54887849153
39205125.7973658,6640.52030285001,0.0109880594580103,23.8034389522088,6364.13046150844,35.8510372659011,416.911486309779
44039709.7749313,14215.4244283946,0.010094674454354,26.293251364713,5667.29538518072,73.7981682261013,205.674285482298
31749542.9100678,8825.74931205564,0.0100785240441894,20.4254303979908,8113.87046490013,48.7065472247337,493.590070525821
55672982.8939461,12611.8010026928,0.00963929738512629,28.5144165376208,5973.23079949496,67.0069127697931,226.560810919322
38738750.0254807,8354.56240687492,0.0109804158905401,21.5517636565572,8395.27315742942,49.7320021216435,221.967868529606
46623618.3231482,5270.78794304227,0.00915933195168936,24.9327270728067,4932.13202365694,38.6898675014927,318.807730968453
34191351.5052679,18273.9945731936,0.00853313966349968,28.0395137781054,8060.61662946938,36.4955806100399,319.839356279145
54521077.0263717,13043.551148889,0.00886957996305628,21.8663512428889,8334.29734064678,33.9391727741553,469.937431072582
41497494.8012595,11642.8958782437,0.00831946522674153,26.1880518135926,7917.74518778258,75.1780329403134,214.569419243838
45532008.4777476,8007.29283373228,0.0109263129096081,28.6332465081711,8788.64158949466,34.1740585488851,242.760031654829
31216580.6464186,17038.3834861264,0.0112267693655156,21.2616388139121,8721.90118752312,49.2622975216431,491.025125664257
57527165.8337538,11268.4567054429,0.00989300936180669,25.2997464759564,8905.76520842363,67.4175417490961,213.868562751818
36645381.6574171,9726.53077006858,0.00815637334995445,28.6193840329075,7073.85664090691,43.2017887708065,467.261737330537
50406258.3943076,5038.49938968322,0.00813893966381207,29.30478072165,7235.20327539422,29.9037560880699,389.109783972844
33393198.1020382,9645.79176958831,0.0084898312863597,26.9467797546873,6179.52142550032,57.3990435052346,283.101519290734
51608693.8996019,8686.75641108155,0.0113207743138809,28.7056468785636,4782.7295991192,52.4772032003698,365.59129143086
40328717.7429992,19715.4423148324,0.0107047408175031,21.0760730006393,6503.02479296213,42.2401497281905,341.598962160366
42618617.5526558,12094.7674127514,0.0108849941192148,29.7468130541878,6854.80185587032,28.4347142243838,491.573539651255
32333648.1183379,7468.23733422176,0.00959064491446023,28.7293178943087,5257.28046891572,69.7081722760808,290.38482652022
57450834.9344316,8615.19086868707,0.0115359620862597,29.9705031763395,5627.7546537334,62.271809541443,335.893672316711
37790680.0443796,14890.8765246668,0.00923529547991339,21.6098862560627,5886.28480567594,47.4023143210284,452.595019953395
47332121.3081216,5670.24421245974,0.0113145657721029,26.7424710501834,5643.57820370804,25.933204686948,230.302212596544
35294264.7013427,7401.40488674359,0.00929733354150608,29.9456157789929,5154.42508645981,75.0445042230707,410.476465641313
53233574.2042788,8018.65686183338,0.010388272983079,25.6861399589345,6434.02932203059,79.9663268735927,340.915625008238
41803702.4068583,17854.2285845282,0.00977928220037771,23.4821487275267,6219.6495897308,45.7711870888486,425.37058753426
44940274.7186519,18778.82039033,0.0109063243540015,22.1166453439455,5057.23766848611,48.3497495638446,214.011023617048
30339875.1993042,13571.1149853553,0.0119789435893154,26.5592470920376,8534.07167686608,59.8676516117001,262.123449864101
59185625.552104,15094.7256743512,0.00914083483066643,20.0016040099601,8429.53236460548,26.6949998482238,432.625654866635
35963462.5828077,12496.9133787414,0.00933630124462805,25.2859991561935,6470.93028128475,74.5816642753223,369.688101435222
48703793.0425057,11065.5720006861,0.0113790888965415,28.3906503553346,6551.33543351191,70.0215644657303,355.452866542898
33519236.1072089,9771.49966086706,0.00808083346413878,29.3823556302235,5578.80944571039,28.0918968189353,257.755355407439
51016859.1684577,6142.31078090329,0.00825913416794983,20.7117680169017,5305.54842755213,42.4106066080557,407.802611534488
39752011.4773854,5195.92697501459,0.0100939099640336,22.1438489286311,5983.62897839646,46.6597656121439,478.505697757713
43654707.1595347,15469.5418430713,0.0119390129520016,20.340915627036,6764.22591307245,38.8601869375272,448.708309842241
31333132.4657055,8429.61267853773,0.00941219645458635,20.2367317336687,8535.58034804644,69.08678562701,427.024154535817
55129076.7073361,12039.1145864085,0.0108680331995263,28.3232860189219,5867.53014073327,43.3248796068722,253.429462404333
38191038.8504684,7655.20546843999,0.0110728032552148,25.5506761995842,5129.41043550197,67.6174317937698,427.720502286511
47272736.1184242,6873.22195521146,0.0097976526998283,21.6395215909246,5000.77365715673,49.4436320306448,258.376439365069
34822651.9882551,19912.2723190497,0.00937555537012665,23.9231180168779,4453.91128449547,77.0851684087909,414.086758632914
53902038.8018984,9858.37876520223,0.0106165303012539,22.8478497504031,8159.6127076286,78.7424667925095,486.69538242514
40653593.0938823,5490.65847237063,0.00941840499078341,24.542441031622,6891.62271653283,35.6287255622279,299.812084491135
46260867.8874682,5397.22928768126,0.0102672004921176,21.0648243548078,8131.55411689339,40.5506235244451,385.781055831218
30957909.7352362,7765.17713795716,0.00834762839699848,22.8617178891316,7685.6775479964,58.4714903171856,261.85607095987
58579243.6552593,5171.55762454336,0.0115421657002693,20.6537153111153,6226.94062713939,54.9806672494477,278.624050250736
36963542.2017216,18557.8660083816,0.0088266473087673,29.3355605819751,8805.510783764,28.2135557531173,283.217284885686
49431716.4081077,14825.4050965171,0.0116312634276246,23.1802555196605,7032.74210945472,20.8612939484337,286.660561676393
32932159.2652164,6002.52567296623,0.00882861344906918,24.6714571235664,5429.73710998763,77.2521674878986,495.44357360123
52669391.8599066,5880.254573832,0.0109687411488768,29.0044337847354,7963.1615941865,44.0613525319613,410.815493732473
39982799.3945552,9043.25160224804,0.00885252339183822,25.4926285275963,4176.96672997703,20.4582310887626,256.354396256167
43049982.0235034,9136.42554316836,0.00863194070229259,26.1969447412451,7031.62272669687,73.0051923573322,474.447680960614
32386124.7296393,14711.163184361,0.00867920581759472,22.0842209104513,4561.89225030931,49.491911871579,223.886849870922
56533235.427836,13896.4322301738,0.00865029853906152,20.3050370051039,4703.20309893848,32.5189529304518,295.131149145575
37543385.857003,6560.17751575294,0.0111243565236387,21.8691607595436,8132.95838422193,46.7654742057638,332.468472472454
47905495.4241864,12796.6245062961,0.0100427578459666,21.5417357463103,7489.305901174,48.0239775295189,486.973369509153
34997353.6536868,7107.56476624029,0.0101933841198936,29.4703664609255,4029.51364918085,35.4245133174361,360.138843480867
53266562.8634907,5904.80869866113,0.0104039079367588,20.6433764083571,4382.00606041699,34.25976425653,210.240906392427
42366293.4759678,6615.0971122347,0.0109070158865037,26.3215991967541,4135.7401459792,75.4911294241869,465.480887438772
44646434.8925868,5452.27994639366,0.00879659033591122,21.9043839341729,6600.78621969326,49.5723054638538,403.260044247979
30049451.7107099,5076.82912269579,0.0106285591398341,21.7196944615013,4286.04789296099,66.1380835141922,453.39407192648
59626188.7692333,16495.4805545268,0.00879813304675929,26.6277749285698,5134.03968277861,59.6982419761402,226.28193376952
36424082.6297261,18011.5888486206,0.010671168506686,22.3489261844836,6765.33938316711,47.6320506166327,269.989643577803
49254558.7455987,6435.90175364653,0.00911089203003688,29.3453797687701,5136.70774910884,66.6540727673224,452.633162814381
34115775.1678183,17237.6375682914,0.0113964488699348,22.1825711045413,4861.22180404627,62.9010535675437,469.708252850884
50549885.7965652,19555.7484909781,0.00828916137900973,23.4699315228826,6101.76354957772,57.9789163162065,253.332316305787
38974867.5461534,9366.53438484253,0.0106345273482549,23.681653787471,6237.59429332074,40.4148553192139,289.852735545189
44292055.9115552,6674.34474566677,0.00838023942836435,20.9769655712598,6556.00247308512,32.3998381138657,246.172208080062
31956044.1098675,5587.12084504458,0.00982812007205154,24.3235077051372,8983.48502329251,78.0757675362118,313.374055858897
56105160.16786,6973.99730922888,0.00968742754072885,20.7417265325973,4689.99498627378,77.6645876382999,494.11164359946
38643917.4097865,10937.6531862035,0.0111052835552715,27.6935999670933,4324.03981652289,32.8317434630013,310.760473072022
46348746.8471916,7635.93217751841,0.00946205031922978,22.5526806614619,4705.72792785901,41.3333095101529,369.722055579985
34380253.2093715,5095.94085624005,0.0110208323368852,25.2971022761979,5493.44462583647,67.1047153971508,252.015951824141
54897017.8694929,15763.387113751,0.0109266982233477,27.2559754608666,7212.77195092009,74.6653413249802,225.709606742441
41130329.4585782,5535.32123095848,0.00966355312206357,26.5289179027612,8273.74879072342,52.344929972064,361.33858584708
45322985.0155497,7568.22348353129,0.00999697134505635,22.7019469237542,7923.12576718412,77.9140295486852,211.384697215704
31063393.4920758,19164.0861681735,0.00815659874635295,27.2030473567048,7988.22555016225,63.0613173530781,450.330290641466
57820098.6445564,7008.22544351081,0.00881808143819233,25.9573742957631,4522.79648492199,66.1473557659805,481.378007888315
36686868.9784861,8205.3330413468,0.00863854779258111,21.2443437665963,6627.8959544103,31.3856904582913,394.928383494773
50015870.7431781,15027.8080935319,0.0113880683205215,25.0782219148015,8171.99714801135,67.5810670360267,375.140133061705
33239908.4273929,8554.85197412626,0.0114355278661906,21.6405921516247,5609.49325046003,39.9090035502974,325.554739066134
51860898.1244515,9811.10598883929,0.00825007770517738,22.7717503095887,4427.55000701779,35.4555262213864,388.122202560639
40550759.2857623,11016.2237091051,0.0107473120750184,24.3520931629979,5606.81988432228,33.7386953037099,400.21767287198
42680839.6232051,7318.09970517175,0.0113404314976731,23.1717232267679,7638.64706395498,26.4101572584564,372.601516280407
32091081.8629371,7249.77211115993,0.0119108091281723,28.4571140140276,4076.58799047992,42.4084305725796,294.684533404499
57071117.7035419,9892.99009042287,0.0086061952074091,24.0269578083596,6161.24094880881,49.8208885245087,310.433069201339
37988237.5636838,15758.7686382782,0.0101802830271609,26.9188203670725,5823.99479697314,64.8927977660044,493.289998062321
47669316.7047027,16583.2983535595,0.00806369967361383,27.5256492580856,4705.10474952518,78.141565475109,253.868574795953
35646540.4702706,8875.07018388329,0.00977883567167843,22.417988045809,4643.82405850926,63.2879402117964,483.436963746819
52785686.2033774,11725.2595294152,0.00913934549626615,29.9078004560406,4246.58456728368,27.1717978015107,289.150180068657
41626830.8145384,18483.6994663842,0.0108335627062005,27.5410835076505,5490.93491169926,59.042922210246,478.443352251165
45176197.9369106,18157.7259759987,0.00997704381744625,26.7977947338265,4230.86175843585,62.0897350085257,244.818874106243
30610697.7907622,6725.19745544071,0.0100099322273805,26.1967850504492,8890.34231239217,67.6865679574325,407.135134070265
58951806.0012369,12490.8147373154,0.0110924846389743,25.8613682458527,7034.5311794778,68.4760990781409,262.298124709355
35766563.8573191,7304.37228677828,0.0108563426305123,28.0088078859085,8942.87814660514,44.0186317579801,456.552188039995
48386871.6497057,8975.95584452254,0.0106532845682042,26.9270259729605,4652.40049574162,44.3108091789061,275.787170103366
33663214.253712,10275.5759392222,0.00982238486394889,25.9241050406943,8747.48507630661,53.8264594314614,487.421196006973
51480186.4898011,5318.38719348542,0.00983865973279929,25.0675066182237,7375.25984253824,66.7373709553526,327.41229852301
39360734.5946701,14317.059801334,0.00827869730335865,20.3975473836835,8381.50644985614,41.1820087918092,282.215972706712
43429976.2551866,11637.5747621265,0.00806933077030747,29.0682685130108,8733.32195660028,29.2511727057038,432.267851478872
31537532.8278447,11815.3261948341,0.00868633871909563,23.8121722605119,5484.31653582312,43.3742064310925,206.696674952299
55432366.6700719,8272.56825751302,0.0110937688630746,26.9744103851549,8928.7362777885,69.0594368131104,473.756976631859
38320394.524223,12210.4022827265,0.0117209543940301,24.6218433665162,8459.28383198231,33.3765783688628,263.832377263778
46820099.0922896,6893.80892588782,0.0106785820881526,24.9609221867733,6605.91425592555,34.2240170399998,410.424852452671
