iter	RMSE
0	0.1360035628
1	0.1329059943
2	0.1299346111
3	0.1271514954
4	0.124657658
5	0.1221748529
6	0.1197417796
7	0.1172906145
8	0.1147331747
9	0.1119786535
10	0.1095204828
11	0.1071399406
12	0.1046271019
13	0.1024238189
14	0.1003618758
15	0.09831320028
16	0.09610359607
17	0.09424793049
18	0.09210800375
19	0.09035908029
20	0.08864526199
21	0.08673613569
22	0.08476444656
23	0.08285281195
24	0.08119718931
25	0.07970510105
26	0.07816208637
27	0.0768804082
28	0.07559096822
29	0.07439679946
30	0.07297486755
31	0.07165619829
32	0.07019547033
33	0.06886815282
34	0.0676259453
35	0.06619305584
36	0.06494944897
37	0.06374652232
38	0.06254285155
39	0.06121948516
40	0.06014823935
41	0.05922753719
42	0.05815562376
43	0.05703628672
44	0.05603010969
45	0.05498227989
46	0.05392175318
47	0.0529904421
48	0.05202933305
49	0.05107580741
50	0.05013902303
51	0.04921932265
52	0.048490395
53	0.04766659057
54	0.04699796998
55	0.04623992518
56	0.0454519145
57	0.04478818662
58	0.0440601313
59	0.0434140456
60	0.042705649
61	0.04203523558
62	0.04136363178
63	0.04078278601
64	0.04014137648
65	0.03953058655
66	0.03898886531
67	0.0384619923
68	0.03791365491
69	0.03738353482
70	0.03683916704
71	0.03637558451
72	0.03588004762
73	0.03536430639
74	0.0348956203
75	0.0343904953
76	0.03390164659
77	0.03347915339
78	0.03312420267
79	0.03272602874
80	0.03230881842
81	0.03201007837
82	0.03156306226
83	0.03116670365
84	0.03075317832
85	0.03037652584
86	0.03000028997
87	0.02969563862
88	0.02931975554
89	0.02894948706
90	0.02860128747
91	0.02833632827
92	0.02799608174
93	0.0277232196
94	0.02740926717
95	0.02715973852
96	0.02688450456
97	0.02663209161
98	0.02638832436
99	0.0261021093
100	0.02584807251
101	0.02561366943
102	0.02534883992
103	0.02511066247
104	0.02485288548
105	0.02462856831
106	0.02441196607
107	0.02420798168
108	0.02399241178
109	0.02379347059
110	0.02355376609
111	0.02338295777
112	0.02316765009
113	0.02296169411
114	0.02275801872
115	0.02256715503
116	0.02239748506
117	0.02222548527
118	0.02207665085
119	0.02194719838
120	0.02177956139
121	0.02161777321
122	0.02148191795
123	0.02129214044
124	0.02114953632
125	0.02096764569
126	0.02079938288
127	0.0206677919
128	0.02052585043
129	0.0204243375
130	0.0203074517
131	0.02015836999
132	0.02003757433
133	0.01987708534
134	0.01975737433
135	0.01964520329
136	0.01950499289
137	0.01941884532
138	0.01930289801
139	0.01914739255
140	0.01905007245
141	0.0189523346
142	0.01883186375
143	0.01871728063
144	0.01861252983
145	0.01849656957
146	0.01838227005
147	0.01823769267
148	0.01814269633
149	0.01803821154
150	0.01789931739
151	0.01778671125
152	0.01769657929
153	0.0175713257
154	0.01746219521
155	0.01736401226
156	0.01724733775
157	0.01715672969
158	0.01706114551
159	0.01697314847
160	0.01690779186
161	0.01683775625
162	0.01677543565
163	0.01666113387
164	0.01659310168
165	0.0164810861
166	0.01639174976
167	0.01630313339
168	0.01624810585
169	0.01616148092
170	0.01608657366
171	0.01599170683
172	0.01593529921
173	0.01585514642
174	0.01579654416
175	0.0157159509
176	0.01562696667
177	0.01556785056
178	0.01547070007
179	0.01542045504
180	0.01536009376
181	0.0152828465
182	0.01520850495
183	0.01511923265
184	0.01505680441
185	0.0149854004
186	0.01491625333
187	0.0148628129
188	0.0148041686
189	0.01475915355
190	0.01471162315
191	0.01464242167
192	0.01456494725
193	0.01450085549
194	0.01442018653
195	0.01434140425
196	0.01429604644
197	0.01422677151
198	0.0141908634
199	0.01414560107
200	0.01408655785
201	0.01402971419
202	0.01398993999
203	0.01394263282
204	0.01390995274
205	0.01388287856
206	0.01384173597
207	0.01378981467
208	0.01374650802
209	0.01367149536
210	0.0136374666
211	0.01356213756
212	0.0135109407
213	0.01347235994
214	0.01343948409
215	0.01334463958
216	0.013305021
217	0.01322584936
218	0.01316860035
219	0.01311311439
220	0.01308106002
221	0.01305437289
222	0.01298030394
223	0.01293154699
224	0.01288611587
225	0.0128172653
226	0.01278544032
227	0.01272097029
228	0.01269241347
229	0.01261681763
230	0.01258644962
231	0.01255257463
232	0.01251498114
233	0.0124781173
234	0.01244331965
235	0.01240689641
236	0.01237686511
237	0.01233323051
238	0.01231181893
239	0.01226110477
240	0.0121962489
241	0.01212904815
242	0.0120921859
243	0.01204160814
244	0.01201684052
245	0.01195559733
246	0.01190019803
247	0.01187042075
248	0.01183838443
249	0.0118079148
250	0.01178282268
251	0.01174807574
252	0.01171751005
253	0.0116648389
254	0.01161978084
255	0.01155916712
256	0.01152387763
257	0.01151291763
258	0.01145536341
259	0.01141444524
260	0.01136526293
261	0.0113003812
262	0.01125117833
263	0.01124438913
264	0.01121654577
265	0.01116132739
266	0.01114090248
267	0.011112221
268	0.01107225741
269	0.01106560812
270	0.01103796775
271	0.01099018117
272	0.01096196381
273	0.0109178144
274	0.01089214273
275	0.01084295373
276	0.01079737158
277	0.01077213911
278	0.01072015365
279	0.0106550754
280	0.01063201418
281	0.01060413826
282	0.01056830146
283	0.01054092704
284	0.01051097965
285	0.01050487177
286	0.01045313741
287	0.01041429289
288	0.01035775687
289	0.01032732755
290	0.01030915825
291	0.01029191434
292	0.01026920883
293	0.01022818092
294	0.01022021878
295	0.01019546718
296	0.01015992825
297	0.0101236033
298	0.01009276571
299	0.01005448267
300	0.01004955057
301	0.01001217173
302	0.009980549857
303	0.009953176465
304	0.009919600017
305	0.009903283837
306	0.009888474659
307	0.009862322703
308	0.009818825657
309	0.00979451482
310	0.009769486568
311	0.009756856312
312	0.009720908112
313	0.00968596734
314	0.009650984796
315	0.009635915999
316	0.009592563139
317	0.009564208076
318	0.009542312313
319	0.009511036856
320	0.009505004916
321	0.009486312075
322	0.00945229518
323	0.009446595654
324	0.009432636895
325	0.009401104364
326	0.009381917414
327	0.009356337886
328	0.009344113698
329	0.009328360227
330	0.009303836678
331	0.009280329328
332	0.009251648219
333	0.009202032416
334	0.009179430651
335	0.009171998463
336	0.009160900957
337	0.009150926929
338	0.009138514249
339	0.009096644098
340	0.0090788737
341	0.009066612056
342	0.009022410724
343	0.00900630209
344	0.00898384177
345	0.008945840064
346	0.00892000242
347	0.008894047226
348	0.008872431753
349	0.008851513284
350	0.008832339761
351	0.008814352284
352	0.008808555961
353	0.008782578464
354	0.0087686877
355	0.008763447659
356	0.008729972452
357	0.008723225223
358	0.008691099818
359	0.008672405759
360	0.008660528491
361	0.00865420944
362	0.008637315445
363	0.008610644512
364	0.008603274146
365	0.008591263588
366	0.008576513945
367	0.008540551096
368	0.008530101537
369	0.008494975364
370	0.008489161517
371	0.008468195646
372	0.00846090153
373	0.008453903703
374	0.00842804541
375	0.008420315157
376	0.008396089902
377	0.008379750816
378	0.008354875845
379	0.008333287239
380	0.008310160602
381	0.008275425563
382	0.008250903993
383	0.008236994259
384	0.008205343211
385	0.008190804013
386	0.008173612809
387	0.008148945096
388	0.008112937333
389	0.008099029188
390	0.008081701523
391	0.008054183512
392	0.008041991945
393	0.008027486127
394	0.007998556731
395	0.007981078845
396	0.00795841532
397	0.007918282766
398	0.00788661546
399	0.007860053657
400	0.007833415363
401	0.007816221515
402	0.007786858416
403	0.007775262
404	0.007744297568
405	0.007717417419
406	0.007697110915
407	0.007676445115
408	0.007658501736
409	0.00763263671
410	0.007614218893
411	0.00759724548
412	0.007584229967
413	0.007568322608
414	0.007557214816
415	0.007549257772
416	0.007540129926
417	0.007505474456
418	0.007490326199
419	0.007480977291
420	0.007465390363
421	0.007433864078
422	0.007422082723
423	0.007414083452
424	0.007404038244
425	0.007376703151
426	0.007349843537
427	0.007327829751
428	0.007310425741
429	0.007286368061
430	0.007281368828
431	0.007267224349
432	0.00725599145
433	0.007243425233
434	0.007223401339
435	0.007220167204
436	0.007217224022
437	0.007203426927
438	0.007188518199
439	0.007169279333
440	0.00715354346
441	0.007137997252
442	0.007133188834
443	0.007107011496
444	0.007086199668
445	0.007073695274
446	0.007059708204
447	0.007049243087
448	0.007039866748
449	0.007027312989
450	0.007024255795
451	0.007006478802
452	0.006988905698
453	0.006980431587
454	0.006955930407
455	0.006946231779
456	0.006927577714
457	0.006913667771
458	0.006901930513
459	0.006878578494
460	0.006863135759
461	0.006847405993
462	0.006827308537
463	0.006816184017
464	0.00680232809
465	0.006771555251
466	0.006761029855
467	0.006738640279
468	0.006725309719
469	0.006713891583
470	0.0067026866
471	0.006691836699
472	0.006679964613
473	0.006658705094
474	0.006643427392
475	0.006631126942
476	0.006617900703
477	0.006608632413
478	0.006599653844
479	0.006589440742
480	0.006579908849
481	0.006570788623
482	0.006549751338
483	0.006537955527
484	0.006523654253
485	0.006511930734
486	0.006489442652
487	0.006472644341
488	0.006456737292
489	0.006449757935
490	0.006429339127
491	0.006419529173
492	0.006408146937
493	0.006396007224
494	0.006381588402
495	0.00636830367
496	0.006361290334
497	0.006352137578
498	0.006337891791
499	0.00633008418
500	0.006312678939
501	0.006303302606
502	0.006288600748
503	0.006267681647
504	0.006259678194
505	0.00624862729
506	0.006225300947
507	0.006215579923
508	0.006202741544
509	0.006184559312
510	0.006176492049
511	0.006168821669
512	0.006162094402
513	0.006145724317
514	0.006120563749
515	0.006110113683
516	0.006098124417
517	0.006077018034
518	0.006056584946
519	0.006047742493
520	0.006038629867
521	0.00603415275
522	0.006021039178
523	0.006008873177
524	0.006003231153
525	0.005985517975
526	0.005977567904
527	0.005966304667
528	0.005958666821
529	0.005952040317
530	0.005942737061
531	0.005922036828
532	0.005914941985
533	0.005907356499
534	0.00589980578
535	0.005887826857
536	0.005879546876
537	0.005861900265
538	0.005841544198
539	0.005824506527
540	0.005813029264
541	0.005809879173
542	0.005802155665
543	0.005789377716
544	0.005778007799
545	0.005762210473
546	0.005760636078
547	0.005751090019
548	0.00574950092
549	0.005739920861
550	0.005732149498
551	0.005726016815
552	0.005714301821
553	0.005712744153
554	0.005709866907
555	0.005703855579
556	0.005697209766
557	0.005684229059
558	0.005676910245
559	0.0056761559
560	0.005668453202
561	0.00565677129
562	0.005647383329
563	0.005633408442
564	0.005618974326
565	0.005608547758
566	0.005595858467
567	0.005581353748
568	0.005571647372
569	0.005556848965
570	0.005546564131
571	0.005538534536
572	0.005532863988
573	0.005525701144
574	0.005508537824
575	0.005497342135
576	0.005479587498
577	0.005468209312
578	0.005456784565
579	0.005450019936
580	0.00543975751
581	0.005427182152
582	0.005418212995
583	0.005410853722
584	0.005398402387
585	0.005395548049
586	0.005382779641
587	0.005374106144
588	0.005372910376
589	0.005363873265
590	0.005358666765
591	0.005348574974
592	0.005330423406
593	0.005320312697
594	0.005308784971
595	0.005298470019
596	0.005289773011
597	0.005285558976
598	0.005279409711
599	0.005263333126
600	0.005254063628
601	0.005252994518
602	0.005241287936
603	0.005229960054
604	0.005227785458
605	0.005216059675
606	0.005208722447
607	0.005197949314
608	0.005188787402
609	0.005172515568
610	0.00517136063
611	0.005163854662
612	0.005156433333
613	0.005151088156
614	0.005149585615
615	0.00514864422
616	0.005141497583
617	0.005130879647
618	0.005128308654
619	0.005123016652
620	0.005109050902
621	0.005108274771
622	0.005103453646
623	0.005093909172
624	0.005082158709
625	0.005072203579
626	0.005061726945
627	0.005049422477
628	0.005040178665
629	0.005030531189
630	0.005024126361
631	0.005018341698
632	0.005015072967
633	0.004997688923
634	0.00498351795
635	0.004974267564
636	0.004967828827
637	0.004955611616
638	0.004953405819
639	0.004946012321
640	0.004931539302
641	0.004926288023
642	0.0049214014
643	0.004911028524
644	0.004904424858
645	0.004896540455
646	0.004894267207
647	0.004886263997
648	0.004879335294
649	0.004872942851
650	0.004870015308
651	0.00486203342
652	0.004854279724
653	0.004848794882
654	0.004841185052
655	0.004831414818
656	0.004830547965
657	0.004822657883
658	0.004812679929
659	0.004811052993
660	0.004810197123
661	0.004798798851
662	0.004791220835
663	0.004778537413
664	0.004774964285
665	0.004765027206
666	0.004756598751
667	0.004742479459
668	0.004731831569
669	0.004730831124
670	0.004715668067
671	0.00470741363
672	0.00470617174
673	0.004698652576
674	0.004694837744
675	0.004687951003
676	0.004687131803
677	0.00468582974
678	0.004673975877
679	0.004671742593
680	0.004671021886
681	0.004666298782
682	0.004658424852
683	0.004653835422
684	0.004646832179
685	0.004645565905
686	0.004634185256
687	0.004627818807
688	0.004616674912
689	0.004606786606
690	0.004606356391
691	0.004605175395
692	0.004598924602
693	0.004589439922
694	0.004583667206
695	0.004574717091
696	0.004573330589
697	0.00456752668
698	0.004565862096
699	0.004565079382
700	0.004555189124
701	0.004542796153
702	0.004538299646
703	0.004525549373
704	0.004522797199
705	0.00452153615
706	0.004514353276
707	0.004506339348
708	0.004501131544
709	0.004495807703
710	0.004493598745
711	0.004491920658
712	0.004485750095
713	0.00447559786
714	0.004461293812
715	0.004456985853
716	0.004449282472
717	0.004447082514
718	0.004441166562
719	0.004438789297
720	0.004432292302
721	0.004426549824
722	0.004418252726
723	0.004413290142
724	0.004401856266
725	0.00440138513
726	0.004387275548
727	0.00437627003
728	0.004371401552
729	0.004365845024
730	0.004364636458
731	0.004361086549
732	0.004354109884
733	0.00434493045
734	0.004333032093
735	0.004327830925
736	0.004319817918
737	0.004311352832
738	0.004310172053
739	0.004300568942
740	0.004297679101
741	0.004293416797
742	0.00428049263
743	0.004267575785
744	0.004263071998
745	0.00425859115
746	0.004250594083
747	0.004237796194
748	0.004234078387
749	0.004230785635
750	0.004219687363
751	0.004218531692
752	0.004216232922
753	0.004211077624
754	0.004202527901
755	0.004201928604
756	0.004195849072
757	0.004195381768
758	0.00419253148
759	0.004187105732
760	0.004184368463
761	0.004172075996
762	0.00416201734
763	0.004151273015
764	0.004149647748
765	0.004143826539
766	0.004140787935
767	0.004132203346
768	0.004122981668
769	0.004115981826
770	0.004105994216
771	0.004105415085
772	0.004104447911
773	0.004093960055
774	0.004090645585
775	0.004081653234
776	0.004075155757
777	0.00407329033
778	0.004066694773
779	0.004063580815
780	0.00405733037
781	0.004047132905
782	0.004037079116
783	0.004027575987
784	0.004020692537
785	0.004014589806
786	0.004010383773
787	0.004009582883
788	0.004003332807
789	0.003995492596
790	0.003992077057
791	0.00398671363
792	0.003982003855
793	0.003974328657
794	0.003969942828
795	0.003959495063
796	0.003951465246
797	0.003939311069
798	0.003933402752
799	0.003925869751
800	0.003925191134
801	0.003920164368
